,Country code,Year,Financing scheme,Function,Provider,Share of current expenditure on health (in %),Share of gross domestic product (in %)
289,AUS,2019,Voluntary health care payment schemes,Ancillary services (non-specified by function),All providers,0.234,0.024
290,AUS,2019,Voluntary health care payment schemes,Preventive care,All providers,0.066,0.007
291,AUS,2019,Voluntary health care payment schemes,Long-term care (health),All providers,0.067,0.007
292,AUS,2019,Voluntary health care payment schemes,Inpatient curative and rehabilitative care,All providers,8.678,0.888
293,AUS,2019,Voluntary health care payment schemes,Medical goods (non-specified by function),All providers,0.547,0.056
294,AUS,2019,Voluntary health care payment schemes,Outpatient curative and rehabilitative care,All providers,2.449,0.251
295,AUS,2019,Voluntary health care payment schemes,Governance and health system and financing administration,All providers,1.132,0.116
296,AUS,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,1.581,0.162
297,AUS,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,5.169,0.529
298,AUS,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of preventive care,0.005,0.0
299,AUS,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of health care system administration and financing,0.013,0.001
300,AUS,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Retailers and other providers of medical goods,7.487,0.766
301,AUS,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ancillary services,0.437,0.045
302,AUS,2019,Household out-of-pocket payments,Current expenditure on health (all functions),All providers,14.692,1.503
303,AUS,2019,Household out-of-pocket payments,Preventive care,All providers,0.008,0.001
304,AUS,2019,Household out-of-pocket payments,Ancillary services (non-specified by function),All providers,0.439,0.045
305,AUS,2019,Household out-of-pocket payments,Long-term care (health),All providers,0.065,0.007
306,AUS,2019,Household out-of-pocket payments,Medical goods (non-specified by function),All providers,7.487,0.766
307,AUS,2019,Household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,1.152,0.118
308,AUS,2019,Household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,5.021,0.514
309,AUS,2019,Household out-of-pocket payments,Governance and health system and financing administration,All providers,0.005,0.001
310,AUS,2020,All financing schemes,Current expenditure on health (all functions),All providers,100.0,10.646
311,AUS,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),All providers,28.499,3.034
312,AUS,2020,Government/compulsory schemes,Current expenditure on health (all functions),All providers,71.501,7.612
313,CAN,2010,All financing schemes,Current expenditure on health (all functions),Hospitals,30.836,3.3
314,CAN,2010,All financing schemes,Current expenditure on health (all functions),Residential long-term care facilities,11.151,1.193
315,CAN,2010,All financing schemes,Current expenditure on health (all functions),Providers of ambulatory health care,26.381,2.823
316,CAN,2010,All financing schemes,Current expenditure on health (all functions),Providers of preventive care,5.445,0.583
317,CAN,2010,All financing schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,3.249,0.348
318,CAN,2010,All financing schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,20.709,2.216
319,CAN,2010,All financing schemes,Current expenditure on health (all functions),Providers unknown,0.563,0.06
320,CAN,2010,All financing schemes,Current expenditure on health (all functions),Providers of ancillary services,1.443,0.154
321,CAN,2010,All financing schemes,Current expenditure on health (all functions),All providers,100.0,10.702
322,CAN,2010,All financing schemes,Current expenditure on health (all functions),Rest of the economy,0.223,0.024
323,CAN,2010,All financing schemes,Outpatient curative and rehabilitative care,Providers of ambulatory health care,20.598,2.204
324,CAN,2010,All financing schemes,Outpatient curative and rehabilitative care,Hospitals,5.983,0.64
325,CAN,2010,All financing schemes,Outpatient curative and rehabilitative care,All providers,26.581,2.845
326,CAN,2010,All financing schemes,Long-term care (health),Hospitals,3.623,0.388
327,CAN,2010,All financing schemes,Long-term care (health),Residential long-term care facilities,10.756,1.151
328,CAN,2010,All financing schemes,Long-term care (health),Providers of ambulatory health care,2.237,0.239
329,CAN,2010,All financing schemes,Long-term care (health),All providers,16.617,1.778
330,CAN,2010,All financing schemes,Ancillary services (non-specified by function),Providers of ambulatory health care,1.549,0.166
331,CAN,2010,All financing schemes,Ancillary services (non-specified by function),Hospitals,0.395,0.042
332,CAN,2010,All financing schemes,Ancillary services (non-specified by function),All providers,3.387,0.362
333,CAN,2010,All financing schemes,Ancillary services (non-specified by function),Providers of ancillary services,1.443,0.154
334,CAN,2010,All financing schemes,Preventive care,Providers of preventive care,5.445,0.583
335,CAN,2010,All financing schemes,Preventive care,Hospitals,0.238,0.025
336,CAN,2010,All financing schemes,Preventive care,All providers,5.906,0.632
337,CAN,2010,All financing schemes,Preventive care,Rest of the economy,0.223,0.024
338,CAN,2010,All financing schemes,Inpatient curative and rehabilitative care,Residential long-term care facilities,0.395,0.042
339,CAN,2010,All financing schemes,Inpatient curative and rehabilitative care,Providers of ambulatory health care,1.282,0.137
340,CAN,2010,All financing schemes,Inpatient curative and rehabilitative care,Hospitals,16.654,1.782
341,CAN,2010,All financing schemes,Inpatient curative and rehabilitative care,All providers,18.331,1.962
342,CAN,2010,All financing schemes,Governance and health system and financing administration,Providers of health care system administration and financing,3.249,0.348
343,CAN,2010,All financing schemes,Governance and health system and financing administration,All providers,3.249,0.348
344,CAN,2010,All financing schemes,Medical goods (non-specified by function),Retailers and other providers of medical goods,20.709,2.216
345,CAN,2010,All financing schemes,Medical goods (non-specified by function),All providers,20.709,2.216
346,CAN,2010,All financing schemes,Other health care services unknown,Providers unknown,0.563,0.06
347,CAN,2010,All financing schemes,Other health care services unknown,All providers,0.563,0.06
348,CAN,2010,Government/compulsory schemes,Current expenditure on health (all functions),Hospitals,27.935,2.989
349,CAN,2010,Government/compulsory schemes,Current expenditure on health (all functions),Residential long-term care facilities,8.02,0.858
350,CAN,2010,Government/compulsory schemes,Current expenditure on health (all functions),Providers of ambulatory health care,18.244,1.952
351,CAN,2010,Government/compulsory schemes,Current expenditure on health (all functions),Providers of preventive care,5.445,0.583
352,CAN,2010,Government/compulsory schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,1.362,0.146
353,CAN,2010,Government/compulsory schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,6.997,0.749
354,CAN,2010,Government/compulsory schemes,Current expenditure on health (all functions),Providers unknown,0.254,0.027
355,CAN,2010,Government/compulsory schemes,Current expenditure on health (all functions),Providers of ancillary services,1.443,0.154
356,CAN,2010,Government/compulsory schemes,Current expenditure on health (all functions),All providers,69.921,7.483
357,CAN,2010,Government/compulsory schemes,Current expenditure on health (all functions),Rest of the economy,0.223,0.024
358,CAN,2010,Government/compulsory schemes,Ancillary services (non-specified by function),All providers,3.35,0.358
359,CAN,2010,Government/compulsory schemes,Preventive care,All providers,5.884,0.63
360,CAN,2010,Government/compulsory schemes,Other health care services unknown,All providers,0.254,0.027
361,CAN,2010,Government/compulsory schemes,Inpatient curative and rehabilitative care,All providers,16.653,1.782
362,CAN,2010,Government/compulsory schemes,Long-term care (health),All providers,13.12,1.404
363,CAN,2010,Government/compulsory schemes,Medical goods (non-specified by function),All providers,6.997,0.749
364,CAN,2010,Government/compulsory schemes,Outpatient curative and rehabilitative care,All providers,18.016,1.928
365,CAN,2010,Government/compulsory schemes,Governance and health system and financing administration,All providers,1.362,0.146
366,CAN,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,2.901,0.31
367,CAN,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,3.132,0.335
368,CAN,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,8.137,0.871
